"","ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
"10328",129689,"Lajos Werkner","Male",28,175,70,"Hungary","HUN","1912 Summer",1912,"Summer","Stockholm","Fencing","Fencing Men's Sabre, Team","Gold"
"10329",129690,"Cindy Werley","Female",21,160,57,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Hockey","Hockey Women's Hockey","None"
"10330",129691,"Rudolf Werlich","Male",25,175,70,"Germany-2","GER","1936 Winter",1936,"Winter","Garmisch-Partenkirchen","Bobsleigh","Bobsleigh Men's Four","None"
"10331",129692,"Georges Werll","Male",25,175,70,"Belgium","BEL","1920 Summer",1920,"Summer","Antwerpen","Boxing","Boxing Men's Welterweight","None"
"10332",129693,"Adolf Friedrich August Werner","Male",25,175,70,"Germany","GER","1912 Summer",1912,"Summer","Stockholm","Football","Football Men's Football","None"
"10333",129694,"Wallace Jerold ""Buddy"" Werner","Male",19,170,78,"United States","USA","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Alpine Skiing","Alpine Skiing Men's Downhill","None"
"10334",129694,"Wallace Jerold ""Buddy"" Werner","Male",19,170,78,"United States","USA","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Alpine Skiing","Alpine Skiing Men's Giant Slalom","None"
"10335",129694,"Wallace Jerold ""Buddy"" Werner","Male",19,170,78,"United States","USA","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Alpine Skiing","Alpine Skiing Men's Slalom","None"
"10336",129694,"Wallace Jerold ""Buddy"" Werner","Male",27,170,78,"United States","USA","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Men's Downhill","None"
"10337",129694,"Wallace Jerold ""Buddy"" Werner","Male",27,170,78,"United States","USA","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Men's Giant Slalom","None"
"10338",129694,"Wallace Jerold ""Buddy"" Werner","Male",27,170,78,"United States","USA","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Men's Slalom","None"
"10339",129695,"Maria Carolina Werner","Female",22,168,58,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Sailing","Sailing Mixed Multihull","None"
"10340",129696,"Emil Werner","Male",25,175,70,"Czechoslovakia","TCH","1924 Summer",1924,"Summer","Paris","Shooting","Shooting Men's Rapid-Fire Pistol, 25 metres","None"
"10341",129696,"Emil Werner","Male",25,175,70,"Czechoslovakia","TCH","1924 Summer",1924,"Summer","Paris","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres","None"
"10342",129697,"Karl Oskar Georg Werner","Male",20,175,70,"Sweden","SWE","1924 Summer",1924,"Summer","Paris","Swimming","Swimming Men's 100 metres Freestyle","None"
"10343",129697,"Karl Oskar Georg Werner","Male",20,175,70,"Sweden","SWE","1924 Summer",1924,"Summer","Paris","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze"
"10344",129698,"Gerhard Werner","Male",29,174,69,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Modern Pentathlon","Modern Pentathlon Men's Individual","None"
"10345",129698,"Gerhard Werner","Male",29,174,69,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Modern Pentathlon","Modern Pentathlon Men's Team","None"
"10346",129699,"Gladys Maxine Werner (-Walker)","Female",22,175,70,"United States","USA","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Alpine Skiing","Alpine Skiing Women's Downhill","None"
"10347",129699,"Gladys Maxine Werner (-Walker)","Female",22,175,70,"United States","USA","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Alpine Skiing","Alpine Skiing Women's Giant Slalom","None"
"10348",129699,"Gladys Maxine Werner (-Walker)","Female",22,175,70,"United States","USA","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Alpine Skiing","Alpine Skiing Women's Slalom","None"
"10349",129700,"Grethe Irene Werner (-Evjenth)","Female",24,175,70,"Norway","NOR","1952 Summer",1952,"Summer","Helsinki","Gymnastics","Gymnastics Women's Individual All-Around","None"
"10350",129700,"Grethe Irene Werner (-Evjenth)","Female",24,175,70,"Norway","NOR","1952 Summer",1952,"Summer","Helsinki","Gymnastics","Gymnastics Women's Floor Exercise","None"
"10351",129700,"Grethe Irene Werner (-Evjenth)","Female",24,175,70,"Norway","NOR","1952 Summer",1952,"Summer","Helsinki","Gymnastics","Gymnastics Women's Horse Vault","None"
"10352",129700,"Grethe Irene Werner (-Evjenth)","Female",24,175,70,"Norway","NOR","1952 Summer",1952,"Summer","Helsinki","Gymnastics","Gymnastics Women's Uneven Bars","None"
"10353",129700,"Grethe Irene Werner (-Evjenth)","Female",24,175,70,"Norway","NOR","1952 Summer",1952,"Summer","Helsinki","Gymnastics","Gymnastics Women's Balance Beam","None"
"10354",129701,"Gunnar Arvid August Werner","Male",21,175,70,"Sweden","SWE","1936 Summer",1936,"Summer","Berlin","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None"
"10355",129702,"Hans Werner","Male",20,175,70,"Germany","GER","1912 Summer",1912,"Summer","Stockholm","Gymnastics","Gymnastics Men's Team All-Around","None"
"10356",129702,"Hans Werner","Male",20,175,70,"Germany","GER","1912 Summer",1912,"Summer","Stockholm","Gymnastics","Gymnastics Men's Team All-Around, Free System","None"
"10357",129703,"Helge Werner","Male",28,175,70,"Sweden","SWE","1912 Summer",1912,"Summer","Stockholm","Fencing","Fencing Men's Sabre, Individual","None"
"10358",129703,"Helge Werner","Male",28,175,70,"Sweden","SWE","1912 Summer",1912,"Summer","Stockholm","Fencing","Fencing Men's Sabre, Team","None"
"10359",129704,"Jan Werner","Male",22,191,86,"Poland","POL","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 400 metres","None"
"10360",129704,"Jan Werner","Male",22,191,86,"Poland","POL","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 4 x 400 metres Relay","None"
"10361",129704,"Jan Werner","Male",26,191,86,"Poland","POL","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 400 metres","None"
"10362",129704,"Jan Werner","Male",26,191,86,"Poland","POL","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 4 x 400 metres Relay","None"
"10363",129704,"Jan Werner","Male",29,191,86,"Poland","POL","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's 400 metres","None"
"10364",129704,"Jan Werner","Male",29,191,86,"Poland","POL","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"10365",129705,"Joachim Werner","Male",25,190,89,"Germany","GER","1964 Summer",1964,"Summer","Tokyo","Rowing","Rowing Men's Coxed Fours","Gold"
"10366",129706,"Karl-Heinz Werner","Male",22,169,63,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Judo","Judo Men's Lightweight","None"
"10367",129707,"Kuno Werner","Male",30,175,70,"Germany","GER","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","None"
"10368",129707,"Kuno Werner","Male",30,175,70,"Germany","GER","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","None"
"10369",129707,"Kuno Werner","Male",34,175,70,"Germany","GER","1960 Winter",1960,"Winter","Squaw Valley","Cross Country Skiing","Cross Country Skiing Men's 15 kilometres","None"
"10370",129707,"Kuno Werner","Male",34,175,70,"Germany","GER","1960 Winter",1960,"Winter","Squaw Valley","Biathlon","Biathlon Men's 20 kilometres","None"
"10371",129707,"Kuno Werner","Male",34,175,70,"Germany","GER","1960 Winter",1960,"Winter","Squaw Valley","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","None"
"10372",129708,"Marianne Werner (Schulze-Entrup-, -Ader)","Female",28,174,83,"Germany","GER","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Women's Shot Put","Silver"
"10373",129708,"Marianne Werner (Schulze-Entrup-, -Ader)","Female",28,174,83,"Germany","GER","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Women's Discus Throw","None"
"10374",129708,"Marianne Werner (Schulze-Entrup-, -Ader)","Female",32,174,83,"Germany","GER","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's Shot Put","Bronze"
"10375",129708,"Marianne Werner (Schulze-Entrup-, -Ader)","Female",32,174,83,"Germany","GER","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's Discus Throw","None"
"10376",129709,"Richard Martin Werner","Male",33,175,70,"Germany","GER","1936 Summer",1936,"Summer","Berlin","Art Competitions","Art Competitions Mixed Sculpturing, Statues","None"
"10377",129710,"Tommy Henrik ""Tom"" Werner","Male",18,190,74,"Sweden","SWE","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None"
"10378",129710,"Tommy Henrik ""Tom"" Werner","Male",22,190,74,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 100 metres Freestyle","None"
"10379",129710,"Tommy Henrik ""Tom"" Werner","Male",22,190,74,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 200 metres Freestyle","None"
"10380",129710,"Tommy Henrik ""Tom"" Werner","Male",22,190,74,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None"
"10381",129710,"Tommy Henrik ""Tom"" Werner","Male",22,190,74,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None"
"10382",129710,"Tommy Henrik ""Tom"" Werner","Male",26,190,74,"Sweden","SWE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Freestyle","None"
"10383",129710,"Tommy Henrik ""Tom"" Werner","Male",26,190,74,"Sweden","SWE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Freestyle","None"
"10384",129710,"Tommy Henrik ""Tom"" Werner","Male",26,190,74,"Sweden","SWE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None"
"10385",129710,"Tommy Henrik ""Tom"" Werner","Male",26,190,74,"Sweden","SWE","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Silver"
"10386",129711,"Anni Marie Verner Hansen (Werner-Hansen)","Female",21,163,66,"Denmark","DEN","1960 Summer",1960,"Summer","Roma","Canoeing","Canoeing Women's Kayak Singles, 500 metres","None"
"10387",129711,"Anni Marie Verner Hansen (Werner-Hansen)","Female",21,163,66,"Denmark","DEN","1960 Summer",1960,"Summer","Roma","Canoeing","Canoeing Women's Kayak Doubles, 500 metres","None"
"10388",129711,"Anni Marie Verner Hansen (Werner-Hansen)","Female",25,163,66,"Denmark","DEN","1964 Summer",1964,"Summer","Tokyo","Canoeing","Canoeing Women's Kayak Doubles, 500 metres","None"
"10389",129712,"Eva-Maria Wernicke (-Wehling)","Female",22,165,60,"East Germany","GDR","1976 Winter",1976,"Winter","Innsbruck","Luge","Luge Women's Singles","None"
"10390",129713,"Petrus Adrianus ""Piet"" Wernink, Jr.","Male",25,175,70,"Oranje","NED","1920 Summer",1920,"Summer","Antwerpen","Sailing","Sailing Mixed 6.5 metres","Gold"
"10391",129714,"Claudio Wernli","Male",21,172,68,"Chile","CHI","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Men's Downhill","None"
"10392",129714,"Claudio Wernli","Male",21,172,68,"Chile","CHI","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Men's Giant Slalom","None"
"10393",129715,"Henri Wernli","Male",25,175,70,"Switzerland","SUI","1924 Summer",1924,"Summer","Paris","Wrestling","Wrestling Men's Heavyweight, Freestyle","Silver"
"10394",129715,"Henri Wernli","Male",29,175,70,"Switzerland","SUI","1928 Summer",1928,"Summer","Amsterdam","Wrestling","Wrestling Men's Heavyweight, Freestyle","None"
"10395",129716,"Alexander Wernsdorfer","Male",29,186,92,"West Germany-2","FRG","1980 Winter",1980,"Winter","Lake Placid","Bobsleigh","Bobsleigh Men's Two","None"
"10396",129717,"Stefani Werremeier","Female",23,183,73,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Rowing","Rowing Women's Coxless Pairs","Silver"
"10397",129717,"Stefani Werremeier","Female",27,183,73,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Rowing","Rowing Women's Coxless Pairs","None"
"10398",129718,"Lukas Werro","Male",25,175,72,"Switzerland","SUI","2016 Summer",2016,"Summer","Rio de Janeiro","Canoeing","Canoeing Men's Canadian Doubles, Slalom","None"
"10399",129719,"Simon Werro","Male",26,178,74,"Switzerland","SUI","2016 Summer",2016,"Summer","Rio de Janeiro","Canoeing","Canoeing Men's Canadian Doubles, Slalom","None"
"10400",129720,"Clas-Axel Wersll","Male",23,175,70,"Sweden","SWE","1912 Summer",1912,"Summer","Stockholm","Gymnastics","Gymnastics Men's Team All-Around, Swedish System","Gold"
"10401",129721,"Erik Gustaf Wersll","Male",25,175,70,"Sweden","SWE","1912 Summer",1912,"Summer","Stockholm","Modern Pentathlon","Modern Pentathlon Men's Individual","None"
"10402",129722,"Claes Ture Wersll","Male",22,175,70,"Sweden","SWE","1906 Summer",1906,"Summer","Athina","Tug-Of-War","Tug-Of-War Men's Tug-Of-War","Bronze"
"10403",129723,"Amelia Wershoven (-Wood, -Bert)","Female",25,160,55,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Women's Javelin Throw","None"
"10404",129724,"Kevin Wert","Male",22,184,104,"Canada","CAN","1998 Winter",1998,"Winter","Nagano","Alpine Skiing","Alpine Skiing Men's Downhill","None"
"10405",129725,"Georg Werth","Male",29,175,70,"Italy-2","ITA","1980 Winter",1980,"Winter","Lake Placid","Bobsleigh","Bobsleigh Men's Two","None"
"10406",129725,"Georg Werth","Male",29,175,70,"Italy","ITA","1980 Winter",1980,"Winter","Lake Placid","Bobsleigh","Bobsleigh Men's Four","None"
"10407",129726,"Isabelle Regina Werth","Female",23,169,66,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Equestrianism","Equestrianism Mixed Dressage, Individual","Silver"
"10408",129726,"Isabelle Regina Werth","Female",23,169,66,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Equestrianism","Equestrianism Mixed Dressage, Team","Gold"
"10409",129726,"Isabelle Regina Werth","Female",26,169,66,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism Mixed Dressage, Individual","Gold"
"10410",129726,"Isabelle Regina Werth","Female",26,169,66,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism Mixed Dressage, Team","Gold"
"10411",129726,"Isabelle Regina Werth","Female",31,169,66,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism Mixed Dressage, Individual","Silver"
"10412",129726,"Isabelle Regina Werth","Female",31,169,66,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism Mixed Dressage, Team","Gold"
"10413",129726,"Isabelle Regina Werth","Female",39,169,66,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism Mixed Dressage, Individual","Silver"
"10414",129726,"Isabelle Regina Werth","Female",39,169,66,"Satchmo","GER","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism Mixed Dressage, Team","Gold"
"10415",129726,"Isabelle Regina Werth","Female",47,169,66,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism Mixed Dressage, Individual","Silver"
"10416",129726,"Isabelle Regina Werth","Female",47,169,66,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism Mixed Dressage, Team","Gold"
"10417",129727,"Gza Wertheim","Male",25,180,86,"Luxembourg-1","LUX","1936 Winter",1936,"Winter","Garmisch-Partenkirchen","Bobsleigh","Bobsleigh Men's Two","None"
"10418",129728,"Gregorio Werthein","Male",20,181,81,"Argentina","ARG","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism Mixed Jumping, Individual","None"
"10419",129728,"Gregorio Werthein","Male",20,181,81,"Argentina","ARG","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism Mixed Jumping, Team","None"
"10420",129729,"Lucas Werthein","Male",22,181,75,"Argentina","ARG","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism Mixed Jumping, Individual","None"
"10421",129729,"Lucas Werthein","Male",22,181,75,"Argentina","ARG","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism Mixed Jumping, Team","None"
"10422",129730,"Georg Werthner","Male",20,190,90,"Austria","AUT","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's Decathlon","None"
"10423",129730,"Georg Werthner","Male",24,190,90,"Austria","AUT","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's Decathlon","None"
"10424",129730,"Georg Werthner","Male",28,190,90,"Austria","AUT","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's Decathlon","None"
"10425",129730,"Georg Werthner","Male",32,190,90,"Austria","AUT","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's Decathlon","None"
"10426",129731,"Penelope Christine ""Penny"" Werthner (-Bales)","Female",25,165,47,"Canada","CAN","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 1,500 metres","None"
"10427",129732,"Fernand Wery","Male",25,175,70,"Belgium","BEL","1936 Summer",1936,"Summer","Berlin","Art Competitions","Art Competitions Mixed Painting, Unknown Event","None"
"10428",129732,"Fernand Wery","Male",25,175,70,"Belgium","BEL","1936 Summer",1936,"Summer","Berlin","Art Competitions","Art Competitions Mixed Painting, Unknown Event","None"
"10429",129733,"Leonard Hugo ""Leo"" Wery","Male",26,175,70,"Netherlands","NED","1952 Summer",1952,"Summer","Helsinki","Hockey","Hockey Men's Hockey","Silver"
"10430",129734,"Benjamin We","Male",23,176,72,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Hockey","Hockey Men's Hockey","Gold"
"10431",129734,"Benjamin We","Male",26,176,72,"Germany","GER","2012 Summer",2012,"Summer","London","Hockey","Hockey Men's Hockey","Gold"
"10432",129735,"Timo We","Male",22,175,74,"Germany","GER","2004 Summer",2004,"Summer","Athina","Hockey","Hockey Men's Hockey","Bronze"
"10433",129735,"Timo We","Male",26,175,74,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Hockey","Hockey Men's Hockey","Gold"
"10434",129735,"Timo We","Male",30,175,74,"Germany","GER","2012 Summer",2012,"Summer","London","Hockey","Hockey Men's Hockey","Gold"
"10435",129736,"Wilfried Wesch","Male",32,174,62,"West Germany","FRG","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 20 kilometres Walk","None"
"10436",129737,"Terje Wesche","Male",25,178,77,"Norway","NOR","1972 Summer",1972,"Summer","Munich","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres","None"
"10437",129738,"Seth Benjamin Wescott","Male",29,185,91,"United States","USA","2006 Winter",2006,"Winter","Torino","Snowboarding","Snowboarding Men's Boardercross","Gold"
"10438",129738,"Seth Benjamin Wescott","Male",33,185,91,"United States","USA","2010 Winter",2010,"Winter","Vancouver","Snowboarding","Snowboarding Men's Boardercross","Gold"
"10439",129739,"Izak Cornelis Eric ""Erik"" Wesdorp","Male",21,187,82,"Netherlands","NED","1968 Summer",1968,"Summer","Mexico City","Rowing","Rowing Men's Coxed Eights","None"
"10440",129740,"Andr Weels","Male",22,196,84,"Germany","GER","2004 Summer",2004,"Summer","Athina","Fencing","Fencing Men's Foil, Individual","None"
"10441",129740,"Andr Weels","Male",22,196,84,"Germany","GER","2004 Summer",2004,"Summer","Athina","Fencing","Fencing Men's Foil, Team","None"
"10442",129740,"Andr Weels","Male",30,196,84,"Germany","GER","2012 Summer",2012,"Summer","London","Fencing","Fencing Men's Foil, Team","Bronze"
"10443",129741,"Wilfried Wesemael","Male",22,172,64,"Belgium","BEL","1972 Summer",1972,"Summer","Munich","Cycling","Cycling Men's Individual Pursuit, 4,000 metres","None"
"10444",129741,"Wilfried Wesemael","Male",22,172,64,"Belgium","BEL","1972 Summer",1972,"Summer","Munich","Cycling","Cycling Men's Team Pursuit, 4,000 metres","None"
"10445",129742,"Steffen Wesemann","Male",21,175,70,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Cycling","Cycling Men's Road Race, Individual","None"
"10446",129743,"Wolfgang Wesemann","Male",22,166,70,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Cycling","Cycling Men's Road Race, Individual","None"
"10447",129744,"Darrell Wesh","Male",24,183,73,"Haiti","HAI","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 100 metres","None"
"10448",129745,"Marlena Hilari Wesh","Female",21,167,70,"Haiti","HAI","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 400 metres","None"
"10449",129746,"Christopher Wesley","Male",25,192,88,"Germany","GER","2012 Summer",2012,"Summer","London","Hockey","Hockey Men's Hockey","Gold"
"10450",129746,"Christopher Wesley","Male",29,192,88,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Hockey","Hockey Men's Hockey","Bronze"
"10451",129747,"Gerardus Jacobus Wesling","Male",22,175,70,"Netherlands","NED","1908 Summer",1908,"Summer","London","Gymnastics","Gymnastics Men's Individual All-Around","None"
"10452",129747,"Gerardus Jacobus Wesling","Male",22,175,70,"Netherlands","NED","1908 Summer",1908,"Summer","London","Gymnastics","Gymnastics Men's Team All-Around","None"
"10453",129748,"Oluf Wesmann-Kjr","Male",45,175,70,"Norway","NOR","1920 Summer",1920,"Summer","Antwerpen","Shooting","Shooting Men's Free Pistol, 50 metres","None"
"10454",129748,"Oluf Wesmann-Kjr","Male",45,175,70,"Norway","NOR","1920 Summer",1920,"Summer","Antwerpen","Shooting","Shooting Men's Trap, Team","None"
"10455",129748,"Oluf Wesmann-Kjr","Male",49,175,70,"Norway","NOR","1924 Summer",1924,"Summer","Paris","Shooting","Shooting Men's Running Target, Double Shot","None"
"10456",129748,"Oluf Wesmann-Kjr","Male",49,175,70,"Norway","NOR","1924 Summer",1924,"Summer","Paris","Shooting","Shooting Men's Trap","None"
"10457",129748,"Oluf Wesmann-Kjr","Male",49,175,70,"Norway","NOR","1924 Summer",1924,"Summer","Paris","Shooting","Shooting Men's Trap, Team","None"
"10458",129749,"Krzysztof Wesoowski","Male",23,179,64,"Poland","POL","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 3,000 metres Steeplechase","None"
"10459",129750,"Peter Jakob Wespi (-Dollenmeier)","Male",20,173,74,"Switzerland","SUI","1964 Winter",1964,"Winter","Innsbruck","Ice Hockey","Ice Hockey Men's Ice Hockey","None"
"10460",129751,"Walter Norman ""Wes"" Wessberg","Male",29,180,73,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Cycling","Cycling Men's Road Race, Individual","None"
"10461",129752,"Friedrich Wessel","Male",23,182,76,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Fencing","Fencing Men's Foil, Individual","None"
"10462",129752,"Friedrich Wessel","Male",23,182,76,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Fencing","Fencing Men's Foil, Team","None"
"10463",129752,"Friedrich Wessel","Male",27,182,76,"West Germany","FRG","1972 Summer",1972,"Summer","Munich","Fencing","Fencing Men's Foil, Individual","None"
"10464",129752,"Friedrich Wessel","Male",27,182,76,"West Germany","FRG","1972 Summer",1972,"Summer","Munich","Fencing","Fencing Men's Foil, Team","None"
"10465",129753,"Hedvig Wessel","Female",18,162,70,"Norway","NOR","2014 Winter",2014,"Winter","Sochi","Freestyle Skiing","Freestyle Skiing Women's Moguls","None"
"10466",129754,"Hendricus Franciscus Wessel","Male",32,175,70,"Netherlands","NED","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's Marathon","None"
"10467",129755,"Herbert Wessel","Male",25,181,84,"East Germany","GDR","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's Decathlon","None"
"10468",129756,"Nicolette Jeannine Wessel","Female",28,172,70,"Netherlands","NED","1988 Summer",1988,"Summer","Seoul","Rowing","Rowing Women's Quadruple Sculls","None"
"10469",129757,"Mary Fraser Wesselhoeft","Female",59,175,70,"United States","USA","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event","None"
"10470",129758,"Susan Wessels-Webber","Female",22,172,72,"South Africa","RSA","2000 Summer",2000,"Summer","Sydney","Hockey","Hockey Women's Hockey","None"
"10471",129758,"Susan Wessels-Webber","Female",26,172,72,"South Africa","RSA","2004 Summer",2004,"Summer","Athina","Hockey","Hockey Women's Hockey","None"
"10472",129759,"Gerd Wessig","Male",21,200,82,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's High Jump","Gold"
"10473",129760,"Michael Thomas Maria Wessing","Male",23,182,88,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's Javelin Throw","None"
"10474",129761,"Thomas Wessinghage","Male",20,181,68,"West Germany","FRG","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 1,500 metres","None"
"10475",129761,"Thomas Wessinghage","Male",24,181,68,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's 800 metres","None"
"10476",129761,"Thomas Wessinghage","Male",24,181,68,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's 1,500 metres","None"
"10477",129762,"Ansgar Wessling","Male",27,193,85,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Rowing","Rowing Men's Coxed Eights","Gold"
"10478",129762,"Ansgar Wessling","Male",31,193,85,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Rowing","Rowing Men's Coxed Eights","Bronze"
"10479",129763,"Allen Tarwater West","Male",31,175,70,"United States-3","USA","1904 Summer",1904,"Summer","St. Louis","Tennis","Tennis Men's Doubles","Bronze"
"10480",129764,"Corinna West (Broz-)","Female",22,175,70,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Judo","Judo Women's Lightweight","None"
"10481",129765,"Errol West","Male",20,175,58,"Jamaica","JAM","1968 Summer",1968,"Summer","Mexico City","Boxing","Boxing Men's Featherweight","None"
"10482",129766,"Gary Martin West","Male",24,172,64,"Australia","AUS","1984 Summer",1984,"Summer","Los Angeles","Cycling","Cycling Men's Points Race","None"
"10483",129767,"Harold E. West","Male",25,175,70,"Great Britain","GBR","1928 Summer",1928,"Summer","Amsterdam","Rowing","Rowing Men's Coxed Eights","Silver"
"10484",129768,"Jeremy Q. West","Male",23,189,81,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Canoeing","Canoeing Men's Kayak Doubles, 500 metres","None"
"10485",129768,"Jeremy Q. West","Male",23,189,81,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Canoeing","Canoeing Men's Kayak Fours, 1,000 metres","None"
"10486",129768,"Jeremy Q. West","Male",27,189,81,"Great Britain","GBR","1988 Summer",1988,"Summer","Seoul","Canoeing","Canoeing Men's Kayak Singles, 500 metres","None"
"10487",129769,"Jerome Alan ""Jerry"" West","Male",22,191,81,"United States","USA","1960 Summer",1960,"Summer","Roma","Basketball","Basketball Men's Basketball","Gold"
"10488",129770,"Joseph ""Joe"" West","Male",27,175,70,"Ireland","IRL","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's Marathon","None"
